0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-3.9908883571624756,1.7695826292037964,0.37648534774780273,-0.07489938288927078,0.23872780799865723,-0.04167921096086502,-0.009324115701019764,0.1990530639886856,0.08341880887746811,0.20053552091121674,0.13896486163139343,0.11684867739677429,-0.01866404339671135,0.28519999980926514,-0.05066223070025444,0.17645716667175293,0.07945500314235687,0.2051146924495697,0.07737390697002411,0.15543457865715027,0
-4.178261756896973,1.566051959991455,0.009487777017056942,0.5601626634597778,0.3080047070980072,0.08008742332458496,0.0069055319763720036,0.0464855432510376,0.0421188548207283,0.10160087049007416,0.0691756084561348,0.18481269478797913,0.12870219349861145,0.08243782073259354,0.18342973291873932,0.15424013137817383,0.09522513300180435,0.18449415266513824,0.09015920758247375,0.19079701602458954,0
-2.6705641746520996,2.939523458480835,0.03515711426734924,0.9054675698280334,0.2247081696987152,0.2964417338371277,-0.1078914999961853,0.09221184998750687,-0.07283050566911697,-0.006406237371265888,-0.13556009531021118,-0.09631287306547165,-0.10250791162252426,-0.12407654523849487,-0.12614233791828156,-0.2029975801706314,-0.14389652013778687,-0.20167134702205658,-0.18332983553409576,-0.22364689409732819,0
-4.226927757263184,1.2697595357894897,-0.021302558481693268,0.6733681559562683,0.11960640549659729,0.12309037148952484,0.2525968849658966,0.07738272845745087,0.10029536485671997,0.241855189204216,0.15702001750469208,0.21356497704982758,0.04573424160480499,0.19683143496513367,0.06168505176901817,0.1611483246088028,0.06970450282096863,0.1625111997127533,0.10026717185974121,0.12824639678001404,0
-4.042208194732666,1.8182830810546875,0.18791106343269348,0.4174351394176483,0.22404393553733826,0.12209982424974442,0.18326090276241302,0.10260696709156036,-0.06363742053508759,0.21461808681488037,0.12620429694652557,0.14956989884376526,0.04503527283668518,0.1100180521607399,0.005649532191455364,0.0766189843416214,0.010161684826016426,0.12825560569763184,0.023280207067728043,0.10315291583538055,0
-3.345442295074463,1.7269011735916138,0.4386257231235504,0.8413804769515991,0.09453898668289185,0.4012264609336853,-0.44920292496681213,-0.1379290670156479,-0.1176796555519104,0.1294807344675064,0.036497652530670166,0.16643503308296204,-0.005031588487327099,0.12036801874637604,-0.09171298891305923,0.24112486839294434,-0.1929500550031662,0.019694507122039795,0.02454443834722042,0.07224628329277039,0
-4.171036720275879,1.5709365606307983,0.2595699429512024,0.3111821115016937,0.1997169405221939,0.1299901008605957,0.16264203190803528,0.1358492076396942,0.09434321522712708,0.15301477909088135,-0.024268856272101402,0.16380460560321808,0.023339739069342613,0.2523435056209564,0.11528229713439941,0.08989329636096954,0.13163258135318756,0.12552523612976074,0.08282291889190674,0.11556942760944366,0
-4.182898044586182,1.5565074682235718,-0.30401045083999634,0.7921485900878906,-0.009171676822006702,0.22725367546081543,0.2306475192308426,-0.0012676884653046727,0.32899177074432373,0.014544212259352207,0.19454272091388702,0.13516463339328766,0.0626661628484726,0.23880569636821747,0.05879155918955803,0.17666615545749664,0.10442998260259628,0.08179239928722382,0.15754002332687378,0.05048784241080284,0
-3.8068180084228516,1.7495836019515991,0.34785765409469604,0.5916262269020081,0.14921501278877258,0.30154547095298767,-0.0741029903292656,-0.004692304879426956,-0.011183716356754303,0.18282079696655273,0.06324458122253418,0.1351129561662674,0.029816070571541786,0.10579778999090195,-0.07161987572908401,0.20112742483615875,-0.0645151361823082,0.0018044936005026102,0.03384236618876457,0.09849841892719269,0
-4.2321248054504395,1.5088154077529907,0.06532993912696838,0.4743351638317108,0.2412915825843811,0.09917210042476654,0.0399957075715065,0.07471358776092529,0.0013959793141111732,0.10672161728143692,0.13488037884235382,0.20294156670570374,0.12932293117046356,0.1653708964586258,0.1430341899394989,0.1592761129140854,0.12087935209274292,0.15255853533744812,0.124012790620327,0.18430213630199432,0
