0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,labels
-3.9908883571624756,1.7695826292037964,0.37648534774780273,-0.07489938288927078,0.23872780799865723,-0.04167921096086502,-0.009324115701019764,0.1990530639886856,0.08341880887746811,0.20053552091121674,0.13896486163139343,0.11684867739677429,-0.01866404339671135,0.28519999980926514,-0.05066223070025444,0.17645716667175293,0.07945500314235687,0.2051146924495697,0.07737390697002411,0.15543457865715027,0.5506345327672435,0.5319140917922257,0.5018176529973714,0.5000035354694271,0.527326945790304,0.5313378125492395,0.5871289221896041,0.6112924714786151,0.5999276982414116,0.5335903723530595,0.5392314962537124,0.5676009184582018,17.841159252434032,16.161708388680246,18.720353241506437,19.291362276405724,20.392973267353785,20.860015571154268,34.767522222564246,-0.0031477720008515385,-0.007227874246685335,-0.008059039231218652,0.010004875730661717,0.005442499562733109,-0.0029315875407305665,0
-4.178261756896973,1.566051959991455,0.009487777017056942,0.5601626634597778,0.3080047070980072,0.08008742332458496,0.0069055319763720036,0.0464855432510376,0.0421188548207283,0.10160087049007416,0.0691756084561348,0.18481269478797913,0.12870219349861145,0.08243782073259354,0.18342973291873932,0.15424013137817383,0.09522513300180435,0.18449415266513824,0.09015920758247375,0.19079701602458954,0.7097810025655519,0.7001281717950524,0.6577364548465022,0.6038644327820094,0.6099807600255185,0.5657160622380405,0.5450490142484535,0.5435793278796203,0.5805853064990397,0.6421634912670311,0.6855204191280425,0.6943190498955462,21.516077705804282,14.884293774352894,18.55772189587105,15.393223075209892,18.09036780358279,22.215619648671048,33.18228280069644,-0.002201231374844784,-0.00027856073659023424,-0.0012052848713743356,0.00439602922063708,0.005583870619966082,-0.0012449147221193554,0
-2.6705641746520996,2.939523458480835,0.03515711426734924,0.9054675698280334,0.2247081696987152,0.2964417338371277,-0.1078914999961853,0.09221184998750687,-0.07283050566911697,-0.006406237371265888,-0.13556009531021118,-0.09631287306547165,-0.10250791162252426,-0.12407654523849487,-0.12614233791828156,-0.2029975801706314,-0.14389652013778687,-0.20167134702205658,-0.18332983553409576,-0.22364689409732819,0.5102423973937239,0.5170318786097395,0.5152133243446464,0.5546149815304205,0.6186974396127816,0.6940488916861953,0.6695045299028441,0.5547369553409914,0.49184437194295566,0.4985026680965875,0.5097426444612282,0.49843273337060284,19.323887584294894,16.607681169327957,17.02391167140059,16.01942482643747,18.096660950633495,19.59093353436719,37.641988545677364,-0.0030302451815698616,0.0025865665724380555,-0.039048873676195646,-0.02793434271753208,-0.003582247521509525,0.0038398569836238525,0
-4.226927757263184,1.2697595357894897,-0.021302558481693268,0.6733681559562683,0.11960640549659729,0.12309037148952484,0.2525968849658966,0.07738272845745087,0.10029536485671997,0.241855189204216,0.15702001750469208,0.21356497704982758,0.04573424160480499,0.19683143496513367,0.06168505176901817,0.1611483246088028,0.06970450282096863,0.1625111997127533,0.10026717185974121,0.12824639678001404,0.6790439953942877,0.6721584956252766,0.6563145274429154,0.6467745715259541,0.6591082429240321,0.6619860786662302,0.628341645973128,0.6313074176935043,0.6829691882186693,0.6908698172013963,0.6924631697522733,0.6831118313508624,18.47138345514291,14.854059933857215,16.09274764434987,15.168648497127668,16.393139132212163,19.28997670203597,40.53879683569394,-0.0028932798834191875,0.010056996342551427,-0.016657267278513594,-0.006707172907788212,0.009118969992041887,-0.0004150061044143688,0
-4.042208194732666,1.8182830810546875,0.18791106343269348,0.4174351394176483,0.22404393553733826,0.12209982424974442,0.18326090276241302,0.10260696709156036,-0.06363742053508759,0.21461808681488037,0.12620429694652557,0.14956989884376526,0.04503527283668518,0.1100180521607399,0.005649532191455364,0.0766189843416214,0.010161684826016426,0.12825560569763184,0.023280207067728043,0.10315291583538055,0.6390582836314256,0.6455590524720061,0.6763392643149967,0.7020044651180489,0.6876163837048604,0.6600429510933526,0.6995114878276715,0.780425537644733,0.7656009570993128,0.7357647778991043,0.6667519103152116,0.6478918819740245,16.75790209315878,13.474972685161887,16.31055881922232,15.405291362908002,16.401170394533075,18.489267602995255,37.88198259349049,0.0021369045767103243,0.0018079316113190187,-0.027906549192044963,-0.012426346336001919,0.008388578487478468,0.025309332281926198,0
-3.345442295074463,1.7269011735916138,0.4386257231235504,0.8413804769515991,0.09453898668289185,0.4012264609336853,-0.44920292496681213,-0.1379290670156479,-0.1176796555519104,0.1294807344675064,0.036497652530670166,0.16643503308296204,-0.005031588487327099,0.12036801874637604,-0.09171298891305923,0.24112486839294434,-0.1929500550031662,0.019694507122039795,0.02454443834722042,0.07224628329277039,0.7222494653427349,0.669815723595601,0.6336214920713852,0.6349823461872743,0.5772710275045735,0.5598928329272136,0.5662305381398633,0.5828278813283685,0.6360354642022232,0.6566204003425372,0.6678780755004878,0.6814609132194613,15.476252743260263,14.953340795524282,17.7105224131007,16.006249878568443,17.828519794380174,17.982791181867327,50.419664936577995,0.002116232330126528,0.013834580889930843,0.005799366822939035,-0.00526319361706657,-0.0047062667695033766,2.120875783912403e-05,0
-4.171036720275879,1.5709365606307983,0.2595699429512024,0.3111821115016937,0.1997169405221939,0.1299901008605957,0.16264203190803528,0.1358492076396942,0.09434321522712708,0.15301477909088135,-0.024268856272101402,0.16380460560321808,0.023339739069342613,0.2523435056209564,0.11528229713439941,0.08989329636096954,0.13163258135318756,0.12552523612976074,0.08282291889190674,0.11556942760944366,0.49453895168782547,0.4699077014352356,0.5444674713621501,0.4798117186491781,0.5512043356633078,0.672342480064016,0.608376653371378,0.565057245908886,0.5121187127777841,0.5569597015067701,0.5472175297420447,0.49181535908950247,19.91081340441748,17.09418489703509,18.83879395548799,18.45022859617046,18.84838469781684,21.923673744544235,35.47590026294873,0.00578931653710915,0.01149519758873545,-0.03429556757699461,-0.047191898753079366,-0.0088770526344903,-0.00908733854213071,0
-4.182898044586182,1.5565074682235718,-0.30401045083999634,0.7921485900878906,-0.009171676822006702,0.22725367546081543,0.2306475192308426,-0.0012676884653046727,0.32899177074432373,0.014544212259352207,0.19454272091388702,0.13516463339328766,0.0626661628484726,0.23880569636821747,0.05879155918955803,0.17666615545749664,0.10442998260259628,0.08179239928722382,0.15754002332687378,0.05048784241080284,0.7488498908433914,0.7580492711886815,0.7347715316891138,0.7115819765966672,0.7006152637196562,0.7211566477963293,0.7166795049510447,0.7047368389837332,0.7221220860993134,0.734438306307153,0.7522922916536724,0.7533584156114728,15.424455198687253,13.869001125565957,15.651807749851157,14.69918792765419,15.987585398233044,33.46073729241132,29.699153462271827,-0.0338848123299412,0.05351610243493599,-0.05925229065812739,0.05272825504905955,0.01873224904976507,0.02597533018493717,0
-3.8068180084228516,1.7495836019515991,0.34785765409469604,0.5916262269020081,0.14921501278877258,0.30154547095298767,-0.0741029903292656,-0.004692304879426956,-0.011183716356754303,0.18282079696655273,0.06324458122253418,0.1351129561662674,0.029816070571541786,0.10579778999090195,-0.07161987572908401,0.20112742483615875,-0.0645151361823082,0.0018044936005026102,0.03384236618876457,0.09849841892719269,0.7846474633405176,0.7864643942368501,0.7056008678535385,0.6828303442577642,0.6723400657460251,0.6699588911292812,0.6168977328800055,0.6289448593039896,0.6706939007697551,0.6814722952902822,0.6789772576899318,0.6938019810477949,17.289390542541984,13.498363126723666,16.606196855549463,16.114360991753294,17.353894375837882,18.274389106042918,50.273830427782705,-0.0013215233196513622,0.004771747064526328,0.000696076664407938,0.029641953062852007,0.0031357451725964503,-0.000982961861201974,0
-4.2321248054504395,1.5088154077529907,0.06532993912696838,0.4743351638317108,0.2412915825843811,0.09917210042476654,0.0399957075715065,0.07471358776092529,0.0013959793141111732,0.10672161728143692,0.13488037884235382,0.20294156670570374,0.12932293117046356,0.1653708964586258,0.1430341899394989,0.1592761129140854,0.12087935209274292,0.15255853533744812,0.124012790620327,0.18430213630199432,0.6894273363033017,0.7049051646299735,0.7325436872018751,0.667133894835026,0.6364836487867762,0.5648173305172005,0.5382501806804925,0.6118557013293556,0.6193055357606091,0.6235550604979225,0.6410534035997828,0.6692186335832979,19.920486690015945,14.230589889536606,18.152464144452022,15.717961177545645,16.77079384371457,20.359759391375754,32.06728907959823,0.0007027353730278023,-0.0013464983684510308,0.03474752020916546,-0.0019188412201753234,-0.0012260178752396547,-0.007838601883653611,0
